L|L|202102|PAEWW|12|23|1|2600|100|2500|0|2500|0|0|0|0|0.0|-0.07|0|0.0|1.4757|2500|1.4757|0|0.0|0.0
L|L|202102|PFE|12|24|1|19100|9100|10000|0|10000|0|0|0|0|0.0|-0.01|0|0.0|0.0012|10000|0.0012|0|0.0|0.0
L|L|202102|PLUG|12|21|1|100|0|100|0|100|0|0|0|0|0.0|-0.01|0|0.0|0.0542|100|0.0542|0|0.0|0.0
L|L|202102|PNRG|12|21|5|600|461|139|0|35|0|0|100|4|0.0|-5.69|0|0.0|94.4133|139|94.4133|0|0.0|0.0
L|L|202102|PSACW|12|21|2|200|0|200|0|200|0|0|0|0|-0.005|0.02|0|0.0|0.0024|100|0.0023|100|0.005|0.0001
L|L|202102|RAND|12|21|7|2000|705|1295|0|957|0|0|238|0|0.0614|0.0314|0|0.0|33.0827|1057|3.6651|238|-0.0614|29.4175
L|L|202102|RAND|12|22|9|7400|3384|4016|0|2899|0|0|0|0|0.095|-0.332|0|0.0|79822.2185|3099|185.7269|917|-0.095|79636.4916
L|L|202102|RNLX|12|21|3|800|689|111|0|110|0|0|0|0|0.0|0.76|0|0.0|3.1804|111|3.1804|0|0.0|0.0
L|L|202102|RVMD|12|21|4|400|100|300|0|200|0|0|100|0|-0.0425|0.0925|0|0.0|40.5693|99|1.1144|201|0.0425|39.4549
L|L|202102|SAL|12|21|3|900|489|411|0|300|16|0|95|0|-0.6167|0.0067|0|0.0|64.7982|316|6.8165|95|0.6167|57.9817
L|L|202102|SAL|12|22|3|3100|1824|1276|0|1181|0|0|0|0|0.6433|1.0633|0|0.0|2784.9429|1181|0.9924|95|-0.6433|2783.9505
L|L|202102|SAM|12|21|5|500|227|273|0|273|0|0|0|0|0.0|-3.486|0|0.0|0.8804|273|0.8804|0|0.0|0.0
L|L|202102|SAM|12|22|1|500|498|2|0|0|2|0|0|0|0.0|4.33|0|0.0|13.2878|2|13.2878|0|0.0|0.0
L|L|202102|SAVE|12|21|1|100|49|51|0|51|0|0|0|0|0.0|0.01|0|0.0|0.0007|51|0.0007|0|0.0|0.0
L|L|202102|SLMBP|12|21|3|1200|79|1121|0|1121|0|0|0|0|0.0|-1.2025|0|0.0|2.2568|1121|2.2568|0|0.0|0.0
L|L|202102|SLMBP|12|22|2|2800|2193|607|0|607|0|0|0|0|0.0|-1.1|0|0.0|1.1803|607|1.1803|0|0.0|0.0
L|L|202102|SMBK|12|21|1|800|-299|1099|0|1099|0|0|0|0|0.0|0.05|0|0.0|0.6238|1099|0.6238|0|0.0|0.0
L|L|202102|SMBK|12|22|1|900|100|800|0|800|0|0|0|0|0.0|-0.16|0|0.0|0.2608|800|0.2608|0|0.0|0.0
L|L|202102|SNPR|12|21|1|400|0|400|0|400|0|0|0|0|0.0|0.01|0|0.0|1.6194|400|1.6194|0|0.0|0.0
L|L|202102|SPRB|12|21|79|11900|8060|3840|0|3151|394|34|200|59|0.057|-0.1454|0|0.0|18.3978|1923|2.4592|1917|-0.057|15.9386
L|L|202102|SPRB|12|22|14|8700|5302|3398|0|2307|0|0|0|1041|0.0664|-0.0643|0|0.0|567.2452|2307|0.4049|1091|-0.0664|566.8403
L|L|202102|SSPK|12|22|0|1200|-56|1256|0|1256|0|0|0|0|0.0|-0.01|0|0.0|0.0549|1256|0.0549|0|0.0|0.0
L|L|202102|THRY|12|21|4|600|246|354|0|200|0|0|112|0|0.015|0.3975|51|0.0003|98.0623|303|41.1196|51|-0.015|56.9428
L|L|202102|THRY|12|22|6|4200|1980|2220|0|1938|0|0|0|100|-0.1683|-0.16|100|0.0001|173654.5891|1938|0.9594|282|0.1683|173653.6297
L|L|202102|TIG|12|22|0|900|-81|981|0|981|0|0|0|0|0.0|0.25|0|0.0|1.0279|981|1.0279|0|0.0|0.0
L|L|202102|TPL|12|21|155|20400|13907|6493|0|5307|358|327|452|46|1.3866|5.2677|0|0.0|41.0089|5125|25.7874|1368|-1.3866|15.2215
L|L|202102|TPL|12|22|6|3100|3073|27|0|7|1|11|6|2|8.37|13.5067|0|0.0|133.5367|8|48.9989|19|-8.37|84.5377
L|L|202102|TRTNpC|12|21|1|100|45|55|0|0|0|0|0|0|0.0|-0.08|0|0.0|59.578|55|59.578|0|0.0|0.0
L|L|202102|TVACU|12|22|1|1300|140|1160|0|1160|0|0|0|0|0.0|-0.19|0|0.0|1.5604|1160|1.5604|0|0.0|0.0
L|L|202102|TVACU|12|23|2|8200|2800|5400|0|5400|0|0|0|0|0.0|-0.135|0|0.0|0.7822|5400|0.7822|0|0.0|0.0
L|L|202102|TVACU|12|24|3|20000|12400|7600|0|7600|0|0|0|0|0.0|-0.1533|0|0.0|1.7499|7600|1.7499|0|0.0|0.0
L|L|202102|UHAL|12|21|2|200|95|105|0|105|0|0|0|0|0.0|0.43|0|0.0|5.348|105|5.348|0|0.0|0.0
L|L|202102|UPRO|12|21|1|100|0|100|0|100|0|0|0|0|0.0|-0.01|0|0.0|0.0099|100|0.0099|0|0.0|0.0
L|L|202102|USBpA|12|21|3|300|244|56|0|0|35|0|10|11|1.1267|-5.98|0|0.0|371.0351|0|0.0|56|-1.1267|371.0351
L|L|202102|USLM|12|21|2|200|171|29|0|11|18|0|0|0|0.0|3.83|0|0.0|12.6624|29|12.6624|0|0.0|0.0
L|L|202102|VACQU|12|22|2|1000|500|500|0|300|0|0|0|0|0.15|0.23|0|0.0|258033.6447|300|0.826|200|-0.15|258032.8187
L|L|202102|VRME|12|21|1|200|100|100|0|0|0|100|0|0|0.0|-0.05|0|0.0|35.6778|100|35.6778|0|0.0|0.0
L|L|202102|VSPRU|12|21|4|1200|-1495|2695|0|995|100|0|400|0|-0.0087|0.0675|1100|0.0002|139169.3491|400|1.3056|2295|0.0087|139168.0435
L|L|202102|VSPRU|12|23|1|3900|2595|1305|0|1305|0|0|0|0|0.0|-0.03|0|0.0|0.0002|1305|0.0002|0|0.0|0.0
L|L|202102|VSPRU|12|24|1|5200|3400|1800|0|1800|0|0|0|0|0.0|-0.13|0|0.0|2.0017|1800|2.0017|0|0.0|0.0
L|L|202102|VTRU|12|21|40|5100|1592|3508|0|1990|210|310|311|290|-0.0868|0.1248|100|0.0001|3510.0979|1790|0.1358|1718|0.0868|3509.9621
L|L|202102|VTRU|12|22|11|10100|2655|7445|0|6845|0|0|600|0|-0.06|-0.0082|0|0.0|7.8627|6845|1.2525|600|0.06|6.6102
L|L|202102|WFCpL|12|21|2|200|75|125|0|0|0|0|0|100|-0.685|5.975|25|0.0374|6195.9328|0|0.0|125|0.685|6195.9328
L|L|202102|WFCpO|12|21|1|100|51|49|0|0|0|0|0|49|0.0|0.03|0|0.0|734.4793|49|734.4793|0|0.0|0.0
L|L|202102|WHLRP|12|21|1|100|0|100|0|0|0|0|0|0|-0.36|0.1|0|0.0|449615.5091|0|0.0|100|0.36|449615.5091
L|L|202102|WMB|12|22|1|1300|0|1300|0|1300|0|0|0|0|0.0|0.0|0|0.0|0.0|1300|0.0221|0|0.0|0.0
L|L|202102|WSTG|12|21|2|300|-236|536|0|536|0|0|0|0|0.0|-0.3833|0|0.0|1.0|536|1.0|0|0.0|0.0
L|L|202102|WSTG|12|22|4|3000|1140|1860|0|1400|0|0|160|300|0.1075|-0.19|160|-0.0|234.0991|1400|0.865|460|-0.1075|233.2341
L|L|202102|WTM|12|21|109|12900|10308|2592|0|1765|287|255|121|141|5.5141|5.6897|0|0.0|53.9534|1040|14.4386|1552|-5.5141|39.5148
L|L|202102|XBI|12|21|1|100|0|100|0|100|0|0|0|0|0.0|0.0|0|0.0|0.0|100|0.001|0|0.0|0.0
L|L|202102|Y|12|21|1|100|93|7|0|7|0|0|0|0|0.0|0.73|0|0.0|1.7091|7|1.7091|0|0.0|0.0
